transaction_id,client_id,industry,region,subscription_plan,onboarding_date,invoice_date,revenue_amount,service_cost,profit,payment_status,tenure_months,last_active_date,churn_flag,temp_id,Profit_margin,Outlier Flag,Year,Month
834,421,Healthcare,South,Premium,05-11-2022,25-01-2024,70,7154,-7084,Overdue,14,25-01-2024,1,477,-10120%,Outlier,2024,January
835,128,Finance,East,Premium,22-01-2022,06-01-2023,7109,2806,577.01,NA,11,06-01-2023,1,478,8%,Normal,2023,January
836,252,Education,West,Standard,07-08-2022,23-08-2023,9673,6311,3362,Overdue,12,23-08-2023,1,479,35%,Normal,2023,August
837,283,Healthcare,South,Premium,28-01-2022,11-07-2023,4967.93,7185,-8708,Paid,17,11-07-2023,1,480,-175%,Outlier,2023,July
838,267,IT,East,Basic,29-08-2022,30-03-2023,5103,4554,549,Paid,7,30-03-2023,1,481,11%,Normal,2023,March
839,359,Education,West,Premium,31-05-2022,16-01-2023,4967.93,1918,-2469,Pending,7,16-01-2023,1,482,-50%,Normal,2023,January
840,110,Education,East,Premium,23-02-2022,30-04-2023,2989,4880,-1891,Paid,14,30-04-2023,1,483,-63%,Normal,2023,April
841,309,Finance,West,Premium,24-04-2022,02-06-2023,8313,5168,3145,Pending,13,02-06-2023,1,484,38%,Normal,2023,June
842,303,Healthcare,West,Standard,28-05-2022,09-07-2023,3321,7950,-4629,Overdue,13,09-07-2023,0,485,-139%,Outlier,2023,July
844,141,Retail,North,Premium,13-06-2022,16-03-2023,4724,4622,102,Overdue,9,16-03-2023,1,486,2%,Normal,2023,March
845,307,Healthcare,North,Standard,17-05-2022,07-07-2022,6816,6854,577.01,Overdue,1,07-07-2022,0,487,8%,Normal,2022,July
846,480,Healthcare,North,Standard,07-09-2022,12-10-2022,9193,5896,3297,Overdue,1,12-10-2022,0,488,36%,Normal,2022,October
847,425,Healthcare,West,Standard,16-12-2022,22-07-2023,5524,6696,-1172,Overdue,7,22-07-2023,0,489,-21%,Normal,2023,July
848,400,IT,North,Standard,19-07-2022,06-05-2023,3633,4012.75,3690,Paid,9,06-05-2023,0,490,102%,Outlier,2023,May
849,322,Finance,East,Premium,06-12-2022,23-12-2023,1578,4012.75,1839,Overdue,12,23-12-2023,0,491,117%,Outlier,2023,December
850,273,IT,South,Standard,26-08-2022,28-11-2022,3829,4550,-721,Paid,3,28-11-2022,1,492,-19%,Normal,2022,November
852,435,Healthcare,East,Basic,22-07-2022,23-09-2022,4967.93,7118,577.01,Pending,2,23-09-2022,1,493,12%,Normal,2022,September
853,250,Education,North,Premium,16-03-2022,04-06-2022,7736,474,7262,NA,2,04-06-2022,0,494,94%,Normal,2022,June
857,393,Finance,South,Basic,17-10-2022,23-12-2022,5433,451,577.01,Pending,2,23-12-2022,0,495,11%,Normal,2022,December
858,138,Healthcare,South,Standard,14-02-2022,25-02-2023,9867,6832,3035,Pending,12,25-02-2023,1,496,31%,Normal,2023,February
859,286,Healthcare,West,Premium,10-02-2022,30-11-2022,4903,186,4717,Overdue,9,30-11-2022,0,497,96%,Normal,2022,November
860,320,Healthcare,South,Basic,27-01-2022,15-07-2022,8958,36,577.01,Paid,5,15-07-2022,1,498,6%,Normal,2022,July
861,256,Retail,West,Standard,01-12-2022,17-04-2024,1113,5687,-4574,Pending,16,17-04-2024,1,499,-411%,Outlier,2024,April
862,136,Retail,South,Basic,28-01-2022,11-09-2023,3738,6182,-2444,Pending,19,11-09-2023,0,500,-65%,Normal,2023,September
866,213,Finance,North,Basic,09-01-2022,15-03-2022,3553,4012.75,3979,Paid,2,15-03-2022,0,501,112%,Outlier,2022,March
867,450,Finance,North,Premium,19-01-2022,05-01-2023,1125,737,388,Paid,11,05-01-2023,1,502,34%,Normal,2023,January
868,351,IT,East,Standard,30-08-2022,13-06-2023,4967.93,4012.75,357,Paid,9,13-06-2023,1,503,7%,Normal,2023,June
870,317,Finance,North,Basic,23-02-2022,27-09-2023,4967.93,6028,-7734,Overdue,19,27-09-2023,0,504,-156%,Outlier,2023,September
872,298,IT,North,Premium,23-05-2022,14-08-2022,5571,6320,-749,Pending,2,14-08-2022,0,505,-13%,Normal,2022,August
873,408,Retail,West,Basic,03-12-2022,20-10-2023,4967.93,3504,-4215,NA,10,20-10-2023,0,506,-85%,Normal,2023,October
874,359,Healthcare,East,Premium,12-07-2022,11-08-2023,6628,7840,-1212,Pending,12,11-08-2023,0,507,-18%,Normal,2023,August
875,136,IT,West,Premium,23-03-2022,19-08-2023,6432,5255,1177,Pending,16,19-08-2023,0,508,18%,Normal,2023,August
878,376,Retail,South,Basic,25-10-2022,03-06-2023,4477,2798,1679,Paid,7,03-06-2023,1,509,38%,Normal,2023,June
879,290,Finance,North,Basic,21-10-2022,20-04-2024,5669,2566,3103,NA,17,20-04-2024,1,510,55%,Normal,2024,April
880,313,Education,South,Basic,21-02-2022,07-01-2023,4042,5151,-1109,Paid,10,07-01-2023,1,511,-27%,Normal,2023,January
881,486,Retail,West,Premium,07-01-2022,29-06-2022,2642,3880,-1238,Paid,5,29-06-2022,1,512,-47%,Normal,2022,June
882,267,Retail,East,Standard,06-02-2022,21-02-2023,5911,7782,-1871,Pending,12,21-02-2023,0,513,-32%,Normal,2023,February
885,227,Healthcare,East,Standard,06-03-2022,24-03-2023,5334,5642,-308,NA,12,24-03-2023,0,514,-6%,Normal,2023,March
887,485,IT,North,Premium,19-10-2022,15-06-2023,6639,6529,110,NA,7,15-06-2023,0,515,2%,Normal,2023,June
890,105,Finance,South,Standard,01-10-2022,01-07-2023,2199,581,1618,Paid,9,01-07-2023,1,516,74%,Normal,2023,July
891,310,Healthcare,North,Basic,01-05-2022,23-09-2023,2057,5507,-3450,Paid,16,23-09-2023,1,517,-168%,Outlier,2023,September
892,487,IT,East,Standard,09-11-2022,14-02-2023,5796,3024,2772,Overdue,3,14-02-2023,1,518,48%,Normal,2023,February
893,246,Healthcare,West,Standard,20-10-2022,25-05-2024,4967.93,7668,-9393,Pending,19,25-05-2024,0,519,-189%,Outlier,2024,May
895,110,Education,East,Standard,08-09-2022,26-06-2023,4967.93,6411,-8135,Paid,9,26-06-2023,1,520,-164%,Outlier,2023,June
896,422,Retail,West,Standard,27-07-2022,23-11-2022,5769,6381,-612,Pending,3,23-11-2022,0,521,-11%,Normal,2022,November
897,176,Healthcare,South,Basic,06-11-2022,01-07-2023,4967.93,5449,-5567,Paid,7,01-07-2023,0,522,-112%,Outlier,2023,July
899,107,Retail,South,Basic,08-07-2022,23-02-2023,1308,2336,-1028,Pending,7,23-02-2023,1,523,-79%,Normal,2023,February
900,472,IT,West,Premium,20-08-2022,15-02-2023,5828,4283,1545,NA,5,15-02-2023,1,524,27%,Normal,2023,February
903,494,Retail,South,Basic,04-12-2022,18-10-2023,1433,2321,-888,Pending,10,18-10-2023,0,525,-62%,Normal,2023,October
904,204,Retail,North,Standard,12-10-2022,27-01-2024,4866,3377,1489,Paid,15,27-01-2024,0,526,31%,Normal,2024,January
906,248,Healthcare,West,Premium,10-05-2022,07-07-2022,7827,5567,2260,NA,1,07-07-2022,0,527,29%,Normal,2022,July
912,139,IT,East,Premium,06-08-2022,14-02-2024,7374,5518,1856,Pending,18,14-02-2024,0,528,25%,Normal,2024,February
913,435,IT,West,Basic,08-11-2022,09-04-2023,1033,6397,-5364,NA,5,09-04-2023,0,529,-519%,Outlier,2023,April
915,198,Retail,West,Basic,21-09-2022,22-04-2023,4967.93,7064,-7193,NA,7,22-04-2023,0,530,-145%,Outlier,2023,April
917,189,Education,West,Basic,16-03-2022,27-04-2022,4701,3224,1477,Overdue,1,27-04-2022,1,531,31%,Normal,2022,April
919,103,Education,West,Basic,20-12-2022,03-08-2024,2449,2461,-12,NA,19,03-08-2024,1,532,0%,Normal,2024,August
920,412,Education,East,Premium,02-05-2022,09-09-2022,5198,484,4714,Overdue,4,09-09-2022,1,533,91%,Normal,2022,September
921,495,IT,North,Premium,12-03-2022,04-11-2022,3523,3382,141,Pending,7,04-11-2022,1,534,4%,Normal,2022,November
923,209,Education,West,Basic,11-12-2022,21-06-2024,178,1297,-1119,Overdue,18,21-06-2024,0,535,-629%,Outlier,2024,June
924,449,Finance,West,Standard,21-04-2022,14-04-2023,5511,2149,3362,Pending,11,14-04-2023,1,536,61%,Normal,2023,April
925,319,Finance,South,Premium,17-05-2022,12-06-2023,4967.93,3623,-4785,Paid,12,12-06-2023,0,537,-96%,Normal,2023,June
926,247,Healthcare,East,Standard,27-05-2022,21-06-2023,1989,2494,-505,Paid,12,21-06-2023,0,538,-25%,Normal,2023,June
927,228,Retail,East,Basic,12-10-2022,20-02-2024,7037,5008,2029,Paid,16,20-02-2024,0,539,29%,Normal,2024,February
928,250,Healthcare,West,Premium,17-07-2022,14-12-2022,4967.93,6961,-8619,Overdue,4,14-12-2022,1,540,-173%,Outlier,2022,December
929,401,Retail,East,Basic,02-12-2022,19-07-2024,4650,3372,1278,Pending,19,19-07-2024,0,541,27%,Normal,2024,July
930,124,Healthcare,South,Standard,22-12-2022,19-01-2024,4931,4012.75,5350,Paid,12,19-01-2024,1,542,108%,Outlier,2024,January
932,411,Healthcare,East,Basic,06-08-2022,06-09-2022,4967.93,6661,-8429,NA,1,06-09-2022,1,543,-170%,Outlier,2022,September
933,343,Finance,North,Standard,22-12-2022,07-07-2023,3739,4012.75,4690,NA,6,07-07-2023,0,544,125%,Outlier,2023,July
934,442,Retail,West,Basic,06-05-2022,28-11-2023,7861,4012.75,8765,Pending,18,28-11-2023,1,545,111%,Outlier,2023,November
935,444,Healthcare,South,Standard,27-01-2022,20-08-2022,8704,1046,7658,Pending,6,20-08-2022,0,546,88%,Normal,2022,August
937,197,IT,East,Basic,12-06-2022,01-01-2023,4967.93,1981,-2241,NA,6,01-01-2023,1,547,-45%,Normal,2023,January
939,100,Retail,West,Premium,27-11-2022,02-01-2023,3705,3798,-93,Pending,1,02-01-2023,0,548,-3%,Normal,2023,January
940,325,Retail,West,Basic,03-03-2022,01-07-2023,5166,5828,-662,Overdue,15,01-07-2023,1,549,-13%,Normal,2023,July
943,299,Education,West,Premium,10-07-2022,07-08-2023,5855,5125,730,NA,12,07-08-2023,1,550,12%,Normal,2023,August
944,474,Finance,West,Standard,10-06-2022,17-12-2023,1153,2052,-899,Overdue,18,17-12-2023,0,551,-78%,Normal,2023,December
945,360,Education,East,Basic,19-09-2022,01-04-2024,8492,1180,7312,Pending,18,01-04-2024,1,552,86%,Normal,2024,April
947,500,Finance,West,Standard,06-03-2022,22-05-2023,8875,6942,1933,Paid,14,22-05-2023,1,553,22%,Normal,2023,May
948,170,Education,North,Premium,20-05-2022,12-08-2022,6609,6911,-302,Pending,2,12-08-2022,1,554,-5%,Normal,2022,August
949,330,Retail,South,Standard,22-07-2022,31-07-2023,8051,7050,1001,NA,12,31-07-2023,0,555,12%,Normal,2023,July
950,326,Retail,West,Premium,23-08-2022,10-05-2023,5686,858,4828,Pending,8,10-05-2023,1,556,85%,Normal,2023,May
952,114,Healthcare,West,Standard,09-02-2022,18-05-2023,6099,4956,1143,Pending,15,18-05-2023,0,557,19%,Normal,2023,May
953,405,Healthcare,East,Premium,14-05-2022,17-06-2022,4711,2559,2152,Pending,1,17-06-2022,1,558,46%,Normal,2022,June
955,482,Finance,North,Premium,07-07-2022,14-01-2023,5848,4012.75,577.01,Paid,6,14-01-2023,0,559,10%,Normal,2023,January
957,443,Finance,North,Standard,02-10-2022,17-02-2023,4967.93,1241,-2801,Paid,4,17-02-2023,0,560,-56%,Normal,2023,February
960,115,IT,North,Standard,30-06-2022,08-04-2023,8660,6122,2538,Pending,9,08-04-2023,1,561,29%,Normal,2023,April
961,269,Finance,South,Premium,17-09-2022,17-04-2023,3512,2070,577.01,Pending,7,17-04-2023,0,562,16%,Normal,2023,April
963,383,Finance,East,Premium,02-08-2022,30-03-2023,3996,212,3784,Paid,7,30-03-2023,0,563,95%,Normal,2023,March
964,389,Finance,North,Premium,14-11-2022,17-04-2023,8716,2247,577.01,Overdue,5,17-04-2023,0,564,7%,Normal,2023,April
965,401,Finance,West,Basic,13-02-2022,28-01-2023,1134,4058,-2924,Pending,11,28-01-2023,0,565,-258%,Outlier,2023,January
966,289,Education,South,Basic,05-02-2022,30-06-2022,6895,1387,5508,Paid,4,30-06-2022,1,566,80%,Normal,2022,June
969,457,IT,East,Basic,17-03-2022,11-04-2023,4967.93,4872,-5077,Pending,12,11-04-2023,0,567,-102%,Outlier,2023,April
970,108,IT,North,Premium,06-05-2022,03-02-2023,6518,5105,1413,Pending,8,03-02-2023,1,568,22%,Normal,2023,February
971,393,IT,East,Standard,14-04-2022,22-10-2023,4148,950,3198,NA,18,22-10-2023,0,569,77%,Normal,2023,October
972,187,Healthcare,West,Basic,19-05-2022,23-09-2023,5283,5547,-264,Paid,16,23-09-2023,0,570,-5%,Normal,2023,September
973,312,Retail,East,Standard,28-10-2022,18-02-2024,6227,7613,-1386,NA,15,18-02-2024,0,571,-22%,Normal,2024,February
975,413,Healthcare,West,Premium,25-10-2022,22-06-2023,2167,4012.75,2890,NA,7,22-06-2023,0,572,133%,Outlier,2023,June
976,116,Finance,West,Premium,15-09-2022,22-11-2022,7577,4825,2752,NA,2,22-11-2022,0,573,36%,Normal,2022,November
977,271,Retail,North,Premium,29-07-2022,14-07-2023,3071,3694,-623,Pending,11,14-07-2023,1,574,-20%,Normal,2023,July
978,298,Education,South,Basic,24-07-2022,19-11-2023,4059,826,3233,NA,15,19-11-2023,1,575,80%,Normal,2023,November
979,119,Finance,West,Basic,22-12-2022,06-05-2023,7206,5068,2138,Pending,4,06-05-2023,0,576,30%,Normal,2023,May
982,265,Healthcare,East,Premium,01-05-2022,31-05-2022,6094,7212,-1118,Paid,0,31-05-2022,0,577,-18%,Normal,2022,May
983,494,IT,North,Basic,13-08-2022,04-12-2022,2943,7431,-4488,NA,3,04-12-2022,0,578,-152%,Outlier,2022,December
984,251,Healthcare,North,Standard,07-10-2022,20-11-2023,4967.93,7598,-8458,NA,13,20-11-2023,1,579,-170%,Outlier,2023,November
987,421,Education,South,Standard,27-09-2022,28-01-2024,5588,4012.75,5723,Overdue,16,28-01-2024,1,580,102%,Outlier,2024,January
988,248,Education,West,Basic,05-07-2022,02-05-2023,7861,1066,6795,Pending,9,02-05-2023,1,581,86%,Normal,2023,May
990,382,Healthcare,West,Basic,19-05-2022,13-06-2023,3143,4968,577.01,NA,12,13-06-2023,0,582,18%,Normal,2023,June
992,116,Education,South,Standard,25-01-2022,29-03-2022,9025,2488,6537,Overdue,2,29-03-2022,1,583,72%,Normal,2022,March
994,279,Healthcare,South,Basic,20-10-2022,02-06-2024,3718,7895,-4177,Pending,19,02-06-2024,0,584,-112%,Outlier,2024,June
996,167,Finance,East,Premium,09-08-2022,14-09-2022,9559,2749,6810,Pending,1,14-09-2022,1,585,71%,Normal,2022,September
1000,205,IT,West,Standard,15-08-2022,17-06-2023,9804,6121,3683,NA,10,17-06-2023,0,586,38%,Normal,2023,June
1001,395,Retail,South,Premium,17-09-2022,24-06-2023,4967.93,7614,-8362,NA,9,24-06-2023,1,587,-168%,Outlier,2023,June
1002,484,Retail,North,Premium,28-03-2022,11-11-2023,3855,564,3291,NA,19,11-11-2023,0,588,85%,Normal,2023,November
1004,486,Healthcare,East,Standard,10-02-2022,13-09-2022,7388,5507,577.01,NA,7,13-09-2022,1,589,8%,Normal,2022,September
1005,423,Healthcare,South,Basic,19-11-2022,07-04-2023,9391,7545,1846,NA,4,07-04-2023,1,590,20%,Normal,2023,April
1006,150,Healthcare,North,Standard,24-08-2022,26-10-2022,4967.93,2019,-3830,Overdue,2,26-10-2022,0,591,-77%,Normal,2022,October
1007,131,Retail,West,Basic,06-12-2022,28-06-2023,3575,5082,-1507,Paid,6,28-06-2023,1,592,-42%,Normal,2023,June
1008,340,IT,West,Standard,13-07-2022,20-01-2023,4271,1509,2762,Pending,6,20-01-2023,0,593,65%,Normal,2023,January
1009,105,Healthcare,West,Standard,11-01-2022,13-02-2022,1280,5978,-4698,Pending,1,13-02-2022,0,594,-367%,Outlier,2022,February
1010,195,Finance,West,Basic,28-10-2022,27-06-2023,8329,3401,4928,Paid,7,27-06-2023,1,595,59%,Normal,2023,June
1012,224,Retail,South,Basic,11-04-2022,03-10-2022,4710,3388,1322,NA,5,03-10-2022,1,596,28%,Normal,2022,October
1013,290,Healthcare,South,Standard,10-11-2022,05-05-2023,4602,6669,-2067,Paid,5,05-05-2023,0,597,-45%,Normal,2023,May
1014,293,IT,South,Basic,02-09-2022,21-03-2024,4967.93,2846,-4159,Overdue,18,21-03-2024,1,598,-84%,Normal,2024,March
1016,284,IT,East,Standard,10-10-2022,05-12-2023,4967.93,7236,-8676,NA,13,05-12-2023,1,599,-175%,Outlier,2023,December
1017,337,Retail,South,Basic,05-01-2022,08-02-2022,6190,633,5557,Pending,1,08-02-2022,0,600,90%,Normal,2022,February
1019,378,Retail,East,Premium,12-05-2022,06-05-2023,5792,2019,3773,Pending,11,06-05-2023,0,601,65%,Normal,2023,May
1020,275,Education,North,Standard,18-08-2022,02-02-2024,6797,4012.75,6922,Overdue,17,02-02-2024,0,602,102%,Outlier,2024,February
1021,132,IT,South,Premium,19-01-2022,12-05-2022,9822,3256,6566,Overdue,3,12-05-2022,1,603,67%,Normal,2022,May
1022,402,Finance,West,Basic,08-02-2022,30-04-2023,5488,7617,-2129,Overdue,14,30-04-2023,1,604,-39%,Normal,2023,April
1025,457,Healthcare,East,Premium,07-09-2022,14-02-2024,5586,1804,3782,Pending,17,14-02-2024,0,605,68%,Normal,2024,February
1026,238,IT,North,Basic,12-02-2022,29-10-2022,4967.93,7792,-8707,Paid,8,29-10-2022,1,606,-175%,Outlier,2022,October
1028,420,Finance,North,Premium,16-03-2022,14-12-2022,1006,1841,-835,Pending,8,14-12-2022,0,607,-83%,Normal,2022,December
1029,346,IT,North,Standard,20-09-2022,31-03-2023,5851,2575,3276,Overdue,6,31-03-2023,1,608,56%,Normal,2023,March
1030,460,Education,South,Basic,26-09-2022,02-01-2024,1454,4012.75,1933,Pending,15,02-01-2024,1,609,133%,Outlier,2024,January
1031,164,Finance,East,Basic,25-12-2022,13-03-2023,2836,2617,219,Paid,2,13-03-2023,1,610,8%,Normal,2023,March
1032,376,Healthcare,West,Premium,02-05-2022,13-07-2023,4626,2255,2371,Paid,14,13-07-2023,1,611,51%,Normal,2023,July
1033,173,Education,West,Standard,20-09-2022,05-02-2024,4808,5199,-391,NA,16,05-02-2024,0,612,-8%,Normal,2024,February
1036,274,IT,North,Standard,09-09-2022,04-03-2024,408,6372,577.01,Pending,17,04-03-2024,0,613,141%,Outlier,2024,March
1037,180,IT,East,Standard,06-10-2022,06-08-2023,4967.93,3047,-4714,Pending,10,06-08-2023,1,614,-95%,Normal,2023,August
1040,148,Retail,West,Basic,24-03-2022,21-08-2023,1620,4012.75,2106,Overdue,16,21-08-2023,1,615,130%,Outlier,2023,August
1041,344,Retail,North,Basic,24-09-2022,26-09-2023,232,1566,-1334,Overdue,12,26-09-2023,1,616,-575%,Outlier,2023,September
1043,217,Finance,South,Standard,01-08-2022,16-07-2023,8581,3219,5362,Pending,11,16-07-2023,0,617,62%,Normal,2023,July
1044,466,Finance,East,Basic,26-09-2022,20-03-2023,2248,4012.75,2360,NA,5,20-03-2023,0,618,105%,Outlier,2023,March
1047,301,IT,East,Basic,11-01-2022,12-03-2022,4967.93,4140,-4636,Overdue,2,12-03-2022,1,619,-93%,Normal,2022,March
1049,394,Retail,West,Premium,17-01-2022,01-08-2023,1032,4012.75,1837,Pending,18,01-08-2023,1,620,178%,Outlier,2023,August
1050,136,Education,South,Basic,16-08-2022,07-10-2023,4800,669,4131,Overdue,13,07-10-2023,1,621,86%,Normal,2023,October
1051,108,Healthcare,West,Premium,02-10-2022,28-05-2023,4967.93,5271,-6858,Overdue,7,28-05-2023,1,622,-138%,Outlier,2023,May
1054,424,Healthcare,South,Basic,02-07-2022,09-12-2023,96,2598,-2502,NA,17,09-12-2023,1,623,-2606%,Outlier,2023,December
1056,404,Finance,East,Premium,28-04-2022,24-06-2023,7180,4671,2509,Paid,13,24-06-2023,1,624,35%,Normal,2023,June
1057,487,Education,East,Standard,27-01-2022,04-09-2023,592,807,-215,Overdue,19,04-09-2023,1,625,-36%,Normal,2023,September
1059,452,IT,West,Premium,25-06-2022,27-09-2023,3642,4012.75,4484,NA,15,27-09-2023,1,626,123%,Outlier,2023,September
1061,317,Education,East,Basic,23-05-2022,05-06-2023,7431,3289,4142,Pending,12,05-06-2023,1,627,56%,Normal,2023,June
1062,317,Retail,East,Standard,18-08-2022,08-10-2022,5115,4012.75,5218,Paid,1,08-10-2022,0,628,102%,Outlier,2022,October
1063,372,Education,West,Standard,23-05-2022,24-07-2022,419,2778,-2359,Overdue,2,24-07-2022,0,629,-563%,Outlier,2022,July
1064,229,Finance,East,Standard,22-11-2022,23-12-2023,4071,3871,200,Pending,13,23-12-2023,0,630,5%,Normal,2023,December
1065,265,Retail,South,Basic,18-09-2022,10-08-2023,528,6655,-6127,Pending,10,10-08-2023,1,631,-1160%,Outlier,2023,August
1068,339,Retail,South,Standard,11-01-2022,01-07-2023,4967.93,4012.75,577.01,Pending,17,01-07-2023,0,632,12%,Normal,2023,July
1069,371,Education,South,Basic,06-10-2022,08-08-2023,4967.93,3198,-4438,Overdue,10,08-08-2023,1,633,-89%,Normal,2023,August
1070,160,Healthcare,West,Premium,08-02-2022,22-04-2023,2917,6119,-3202,Paid,14,22-04-2023,0,634,-110%,Outlier,2023,April
1071,301,Retail,West,Basic,10-05-2022,24-07-2022,4845,6262,577.01,NA,2,24-07-2022,1,635,12%,Normal,2022,July
1073,416,IT,East,Standard,07-04-2022,25-07-2023,270,4265,-3995,Paid,15,25-07-2023,0,636,-1480%,Outlier,2023,July
1075,493,Finance,East,Basic,15-08-2022,25-06-2023,1349,2270,-921,Paid,10,25-06-2023,1,637,-68%,Normal,2023,June
1076,201,Healthcare,South,Premium,08-06-2022,10-01-2024,2250,6489,-4239,Overdue,19,10-01-2024,1,638,-188%,Outlier,2024,January
1077,143,IT,South,Premium,02-12-2022,16-06-2024,4158,1823,2335,Paid,18,16-06-2024,0,639,56%,Normal,2024,June
1079,255,Healthcare,East,Premium,16-01-2022,21-03-2022,3217,4627,-1410,Paid,2,21-03-2022,1,640,-44%,Normal,2022,March
1080,300,Retail,East,Basic,26-08-2022,20-12-2022,7656,3310,4346,NA,3,20-12-2022,0,641,57%,Normal,2022,December
1081,106,Retail,North,Premium,05-05-2022,12-07-2023,5294,6871,-1577,Paid,14,12-07-2023,1,642,-30%,Normal,2023,July
1082,122,Retail,West,Premium,24-09-2022,12-04-2023,7502,2115,5387,Overdue,6,12-04-2023,0,643,72%,Normal,2023,April
1083,304,Education,East,Premium,04-10-2022,29-04-2023,1406,1592,-186,Pending,6,29-04-2023,0,644,-13%,Normal,2023,April
1084,174,Retail,North,Premium,11-12-2022,15-01-2023,4967.93,7513,-8218,NA,1,15-01-2023,0,645,-165%,Outlier,2023,January
1085,193,Healthcare,East,Standard,26-03-2022,08-03-2023,8478,4456,4022,Paid,11,08-03-2023,1,646,47%,Normal,2023,March
1086,130,Education,West,Premium,12-08-2022,15-04-2023,7206,524,6682,Pending,8,15-04-2023,1,647,93%,Normal,2023,April
1088,350,Education,West,Premium,05-02-2022,30-06-2022,7737,7985,-248,Overdue,4,30-06-2022,1,648,-3%,Normal,2022,June
1089,242,Healthcare,North,Premium,21-03-2022,17-11-2022,4967.93,4743,-5994,Paid,7,17-11-2022,1,649,-121%,Outlier,2022,November
1094,248,Retail,South,Premium,11-09-2022,28-02-2024,2098,5011,-2913,Paid,17,28-02-2024,0,650,-139%,Outlier,2024,February
1095,355,Education,North,Standard,15-05-2022,18-07-2022,9779,7692,2087,NA,2,18-07-2022,0,651,21%,Normal,2022,July
1097,156,Retail,West,Premium,18-04-2022,11-06-2023,4967.93,1602,-2465,Paid,13,11-06-2023,0,652,-50%,Normal,2023,June
1099,183,Education,East,Basic,15-11-2022,25-02-2024,2311,7492,-5181,Overdue,15,25-02-2024,0,653,-224%,Outlier,2024,February
1100,261,Retail,East,Standard,12-09-2022,02-01-2023,3391,5031,-1640,Pending,3,02-01-2023,1,654,-48%,Normal,2023,January
1101,247,Finance,South,Standard,26-10-2022,11-03-2023,6677,3866,2811,NA,4,11-03-2023,1,655,42%,Normal,2023,March
1103,106,Finance,West,Premium,23-02-2022,30-07-2022,4593,4672,-79,Paid,5,30-07-2022,0,656,-2%,Normal,2022,July
1104,159,Education,East,Basic,16-02-2022,09-12-2022,8330,5136,3194,Overdue,9,09-12-2022,0,657,38%,Normal,2022,December
1105,238,Finance,South,Premium,28-08-2022,30-01-2024,764,3093,-2329,Pending,17,30-01-2024,0,658,-305%,Outlier,2024,January
1106,225,Retail,North,Standard,06-12-2022,17-04-2023,4967.93,7518,-9018,NA,4,17-04-2023,1,659,-182%,Outlier,2023,April
1107,455,Healthcare,West,Standard,08-01-2022,10-07-2023,7134,932,6202,Paid,18,10-07-2023,1,660,87%,Normal,2023,July
1108,381,Retail,North,Standard,14-06-2022,06-08-2023,505,4650,-4145,Paid,13,06-08-2023,0,661,-821%,Outlier,2023,August
1109,492,Education,East,Standard,09-02-2022,04-03-2023,4725,1433,3292,Overdue,12,04-03-2023,1,662,70%,Normal,2023,March
1110,452,Retail,South,Basic,01-11-2022,12-01-2023,6065,7667,-1602,Overdue,2,12-01-2023,1,663,-26%,Normal,2023,January
1111,193,Finance,South,Premium,10-06-2022,14-06-2023,9046,4959,4087,Paid,12,14-06-2023,0,664,45%,Normal,2023,June
1114,444,IT,North,Premium,28-01-2022,12-05-2023,8384,860,7524,Paid,15,12-05-2023,0,665,90%,Normal,2023,May
1116,377,Retail,West,Premium,16-06-2022,27-07-2022,4967.93,403,-1414,Overdue,1,27-07-2022,1,666,-28%,Normal,2022,July
1118,403,Healthcare,South,Basic,22-12-2022,30-04-2023,4687,5813,-1126,NA,4,30-04-2023,1,667,-24%,Normal,2023,April
1120,331,Education,East,Premium,02-04-2022,25-02-2023,3646,7885,577.01,Overdue,10,25-02-2023,0,668,16%,Normal,2023,February
1121,159,Finance,West,Basic,31-10-2022,06-02-2024,5139,4012.75,5936,NA,15,06-02-2024,1,669,116%,Outlier,2024,February
1123,198,Retail,North,Standard,10-07-2022,11-02-2024,6726,7086,577.01,NA,19,11-02-2024,0,670,9%,Normal,2024,February
1126,396,Healthcare,West,Premium,18-10-2022,29-05-2024,1134,19,577.01,Pending,19,29-05-2024,0,671,51%,Normal,2024,May
1129,361,IT,South,Standard,23-08-2022,19-07-2023,6547,7711,577.01,NA,10,19-07-2023,0,672,9%,Normal,2023,July
1132,416,IT,North,Premium,01-06-2022,10-07-2022,5654,6547,-893,NA,1,10-07-2022,0,673,-16%,Normal,2022,July
1134,148,Healthcare,South,Standard,14-03-2022,22-02-2023,4967.93,4089,-4253,Paid,11,22-02-2023,1,674,-86%,Normal,2023,February
1135,132,Healthcare,South,Basic,08-09-2022,20-02-2023,5464,5065,577.01,Paid,5,20-02-2023,1,675,11%,Normal,2023,February
1136,413,IT,South,Standard,27-01-2022,03-05-2022,365,5934,-5569,Paid,3,03-05-2022,1,676,-1526%,Outlier,2022,May
1138,461,Retail,North,Basic,24-01-2022,08-09-2022,4453,1956,2497,NA,7,08-09-2022,1,677,56%,Normal,2022,September
1140,153,Retail,East,Premium,26-09-2022,30-01-2024,8214,722,7492,NA,16,30-01-2024,0,678,91%,Normal,2024,January
1141,363,Healthcare,South,Standard,25-11-2022,07-12-2023,4967.93,4012.75,-1685,NA,12,07-12-2023,0,679,-34%,Normal,2023,December
1145,392,Finance,East,Standard,22-12-2022,31-05-2023,4083,6389,-2306,Paid,5,31-05-2023,1,680,-56%,Normal,2023,May
